Strength Winning Deck,Strong Cards Power Winning Deck,Strongest Cards Power Winning Deck,Amount of Strong Cards Winning Deck,Amount of Strongest Cards Winning Deck,Count of plays
201,136,90,12,7,235
227,181,124,16,10,158
205,151,87,14,7,340
214,172,110,16,9,152
172,112,40,11,3,177
214,157,115,14,9,318
227,183,128,16,10,61
231,190,127,17,10,492
246,198,153,17,12,80
216,161,125,14,10,70
210,166,103,15,8,138
207,163,101,15,8,250
192,139,87,13,7,230
220,174,104,16,8,294
192,144,75,14,6,425
231,190,118,17,9,105
189,131,84,12,7,262
231,183,140,16,11,124
208,159,104,14,8,123
216,162,115,14,9,104
234,197,128,18,10,87
231,182,126,16,10,127
218,162,127,14,10,41
227,181,107,17,9,326
196,135,72,13,6,177
210,150,113,13,9,106
209,158,125,14,10,133
199,136,101,12,8,227
173,107,63,10,5,210
200,148,85,14,7,318
213,142,123,12,10,145
221,179,115,16,9,75
205,144,88,13,7,247
229,191,138,17,11,86
190,121,76,11,6,411
198,141,89,13,7,380
229,190,163,16,13,140
217,161,125,14,10,149
209,153,99,14,8,97
197,136,91,12,7,253
211,156,110,14,9,269
207,139,74,13,6,152
206,156,104,14,8,792
238,212,141,19,11,101
214,171,101,16,8,185
257,230,177,20,14,53
225,188,150,16,12,86
229,180,126,16,10,323
204,144,100,13,8,195
207,164,99,15,8,213
236,199,127,18,10,454
221,168,151,14,12,70
198,133,97,12,8,409
203,143,90,13,7,419
214,151,115,13,9,474
221,178,137,16,11,177
202,142,99,13,8,340
213,160,115,14,9,1043
192,140,87,13,7,348
223,163,127,14,10,184
211,155,100,14,8,167
199,136,64,13,5,158
203,147,101,13,8,92
199,134,89,12,7,645
202,140,87,13,7,359
183,119,75,11,6,97
214,160,115,14,9,94
209,151,114,13,9,205
201,147,121,13,10,596
222,182,101,17,8,324
196,137,85,13,7,301
233,192,128,17,10,117
211,164,101,15,8,145
194,133,88,12,7,402
199,140,85,13,7,575
197,138,100,12,8,218
206,160,100,15,8,212
217,157,112,14,9,89
198,137,111,12,9,152
207,146,100,13,8,91
232,198,151,17,12,56
219,177,114,16,9,251
213,167,114,15,9,68
215,163,103,15,8,154
227,197,125,18,10,116
198,136,91,12,7,137
215,162,109,15,9,264
215,170,124,15,10,90
191,111,91,9,7,244
233,187,114,17,9,117
202,148,86,14,7,243
204,140,101,12,8,154
234,194,115,18,9,196
223,179,134,16,11,54
222,162,128,14,10,502
188,132,77,12,6,656
222,177,98,17,8,287
223,174,126,15,10,144
217,167,113,15,9,351
227,184,138,16,11,453
253,223,188,19,15,45
192,131,89,12,7,315
173,111,76,10,6,480
217,171,138,15,11,446
196,141,80,13,6,673
229,179,115,16,9,139
220,190,136,17,11,211
202,141,113,12,9,91
198,136,92,12,7,83
196,139,85,13,7,411
211,174,112,16,9,210
212,160,132,14,11,297
214,166,103,15,8,1067
232,192,140,17,11,142
180,120,65,11,5,213
206,169,87,16,7,610
222,167,103,15,8,176
200,128,103,11,8,163
222,170,99,16,8,358
200,135,106,11,8,179
222,170,126,15,10,152
199,146,112,13,9,743
214,165,113,15,9,468
239,209,138,19,11,207
206,143,89,13,7,436
207,161,99,15,8,261
227,179,113,16,9,447
224,181,135,16,11,56
213,143,116,12,9,524
208,161,107,14,8,316
199,128,75,12,6,838
208,146,90,13,7,271
203,149,76,14,6,158
239,197,124,18,10,375
216,167,102,15,8,138
211,160,98,15,8,314
236,196,123,18,10,404
220,183,112,17,9,285
196,136,74,13,6,211
202,150,78,14,6,254
226,176,123,16,10,621
187,111,64,10,5,214
235,186,122,17,10,284
221,170,115,15,9,174
197,136,73,13,6,297
194,125,91,11,7,88
222,170,99,16,8,381
217,170,106,15,8,84
205,145,116,12,9,128
205,134,114,11,9,103
204,149,101,13,8,327
230,177,115,16,9,372
222,177,103,16,8,138
219,165,111,15,9,328
209,149,102,13,8,116
184,130,78,12,6,142
195,138,111,12,9,143
196,132,78,12,6,104
215,167,87,16,7,707
212,162,90,15,7,165
218,177,116,16,9,292
203,137,91,12,7,551
217,174,75,17,6,266
225,169,105,15,8,112
193,122,76,11,6,156
182,112,64,10,5,363
225,172,137,15,11,582
211,156,118,13,9,63
225,177,123,16,10,205
199,147,102,13,8,237
214,151,88,14,7,291
203,141,78,13,6,249
201,142,89,13,7,260
208,162,125,14,10,182
209,156,90,14,7,296
213,158,86,15,7,325
199,138,112,12,9,242
211,151,89,14,7,207
200,133,88,12,7,268
214,159,107,14,8,86
236,189,141,16,11,54
232,200,138,18,11,142
227,186,139,16,11,240
203,136,90,12,7,157
181,122,60,12,5,431
214,170,99,16,8,128
200,138,102,12,8,228
221,169,115,15,9,128
239,200,135,18,11,119
205,153,63,15,5,147
229,190,126,17,10,117
226,175,111,16,9,667
201,143,90,13,7,94
198,133,87,12,7,677
207,147,111,13,9,417
235,194,149,17,12,61
206,149,101,13,8,271
219,179,89,17,7,245
203,142,124,12,10,92
225,186,123,17,10,331
212,152,98,14,8,152
206,155,101,14,8,1243
222,185,114,17,9,242
219,164,99,15,8,561
228,183,100,17,8,129
206,152,98,14,8,297
232,189,137,17,11,119
198,137,92,12,7,102
217,156,112,14,9,308
224,179,89,17,7,174
222,179,110,17,9,204
188,127,73,12,6,437
201,142,107,13,9,202
192,123,90,11,7,256
209,161,126,14,10,480
225,180,136,16,11,255
215,164,103,15,8,141
214,149,105,13,8,118
230,189,136,17,11,293
208,159,134,14,11,432
184,121,48,12,4,155
225,184,101,17,8,374
205,151,88,14,7,153
207,149,103,13,8,483
215,173,101,16,8,403
191,134,109,12,9,124
195,134,88,12,7,314
189,134,65,13,5,174
225,169,125,15,10,114
202,142,85,13,7,122
230,192,148,17,12,185
206,144,101,13,8,199
220,164,110,15,9,175
208,151,113,13,9,117
195,122,87,11,7,528
216,173,127,15,10,177
199,139,102,12,8,77
196,130,77,12,6,136
199,128,102,11,8,175
223,186,122,17,10,477
198,138,101,12,8,508
217,163,100,15,8,354
193,130,63,12,5,204
247,211,163,18,13,65
217,160,99,15,8,294
210,159,89,15,7,780
201,143,99,13,8,781
221,160,105,14,8,598
236,198,125,18,10,213
216,160,124,14,10,143
210,152,89,14,7,203
212,158,103,14,8,148
209,159,102,14,8,133
228,191,111,18,9,100
208,158,103,14,8,199
236,196,142,17,11,103
191,127,75,12,6,513
194,130,102,11,8,326
204,149,114,13,9,258
234,190,134,17,11,171
219,167,113,15,9,231
214,170,127,15,10,131
232,191,138,17,11,422
210,158,96,15,8,300
193,122,77,11,6,397
207,145,99,13,8,226
198,120,102,10,8,165
212,158,124,14,10,465
213,165,110,15,9,377
203,145,75,14,6,719
220,166,113,15,9,169
242,202,127,18,10,131
200,143,97,13,8,162
206,146,100,13,8,521
228,178,113,16,9,757
213,160,116,14,9,88
201,136,109,12,9,336
217,168,125,15,10,548
214,166,88,16,7,111
229,176,139,15,11,63
233,188,124,17,10,192
204,145,101,13,8,279
218,155,118,13,9,67
218,163,89,15,7,303
185,113,77,10,6,428
210,141,97,13,8,365
219,169,125,15,10,407
216,157,111,14,9,192
230,185,121,17,10,480
220,168,94,15,7,102
224,191,112,18,9,673
200,134,87,12,7,422
207,146,99,13,8,158
205,151,88,14,7,413
210,156,101,14,8,439
227,188,135,17,11,485
207,156,101,14,8,163
216,160,114,14,9,170
214,169,136,15,11,120
185,115,63,11,5,737
204,147,113,13,9,138
214,147,113,13,9,424
201,127,90,11,7,259
206,158,113,14,9,894
229,200,135,18,11,346
223,176,140,15,11,149
217,169,123,15,10,189
185,123,73,12,6,398
219,163,137,14,11,107
209,156,91,14,7,129
199,142,80,13,6,204
211,152,98,14,8,290
205,150,88,14,7,157
223,167,121,15,10,549
215,153,111,14,9,418
197,134,110,12,9,181
219,173,127,15,10,145
201,141,74,13,6,264
206,136,91,12,7,306
226,190,127,17,10,65
188,126,62,12,5,382
238,205,141,18,11,384
200,154,75,15,6,486
223,187,125,17,10,136
216,180,100,17,8,437
187,107,89,9,7,179
198,147,86,14,7,225
200,150,89,14,7,198
220,173,100,16,8,133
214,164,100,15,8,240
208,155,101,14,8,99
216,151,115,13,9,165
231,184,148,16,12,272
217,175,100,16,8,395
213,163,73,16,6,279
226,177,123,16,10,532
206,159,86,15,7,561
210,166,101,15,8,212
233,178,150,15,12,40
194,138,76,13,6,586
240,178,131,15,10,93
186,132,89,12,7,73
221,176,113,16,9,239
204,148,122,13,10,214
217,154,119,13,9,70
210,155,100,14,8,132
214,157,94,14,7,103
205,142,90,13,7,244
189,139,86,13,7,258
207,155,111,14,9,277
176,106,60,10,5,545
204,156,100,14,8,184
229,186,114,17,9,385
213,150,112,13,9,82
220,178,116,16,9,231
213,168,114,15,9,71
209,155,92,14,7,602
185,127,62,12,5,317
208,148,102,13,8,181
222,180,127,16,10,66
212,170,98,16,8,510
222,169,116,15,9,1164
224,180,117,16,9,81
215,167,103,15,8,132
208,147,113,13,9,154
199,130,75,12,6,270
218,159,113,14,9,305
215,162,117,14,9,168
212,160,97,15,8,444
204,143,89,13,7,305
195,144,99,13,8,139
241,196,153,17,12,100
216,170,114,15,9,137
198,151,97,14,8,246
202,151,100,14,8,238
205,142,90,13,7,206
240,208,138,19,11,71
219,166,101,15,8,564
199,136,89,12,7,100
206,144,99,13,8,254
220,154,117,13,9,381
217,168,125,15,10,285
192,120,75,11,6,286
217,169,116,15,9,143
214,164,89,15,7,197
225,179,126,16,10,327
220,169,123,15,10,242
225,190,126,17,10,402
236,191,128,17,10,188
201,140,76,13,6,117
235,204,160,18,13,140
183,109,84,10,7,167
195,144,99,13,8,217
223,172,127,15,10,164
222,180,125,16,10,129
189,126,89,11,7,208
211,150,114,13,9,292
199,142,87,13,7,329
211,163,111,15,9,235
193,135,87,12,7,239
182,110,75,10,6,142
235,195,142,17,11,84
195,143,90,13,7,569
217,171,98,16,8,383
208,154,117,13,9,143
222,174,123,16,10,494
235,182,118,16,9,256
193,133,86,12,7,257
213,152,126,13,10,195
200,136,65,13,5,99
224,170,97,16,8,449
205,154,102,14,8,174
203,142,88,13,7,128
222,169,115,15,9,547
223,181,137,16,11,79
207,156,90,14,7,132
193,133,77,12,6,882
236,203,114,19,9,239
214,157,130,13,10,85
206,159,88,15,7,179
213,164,108,15,9,212
206,159,98,15,8,97
201,140,93,12,7,130
204,152,97,14,8,512
217,164,102,15,8,273
184,129,64,12,5,578
202,150,77,14,6,259
207,152,89,14,7,966
201,139,101,12,8,279
176,110,74,10,6,262
206,142,88,13,7,447
190,120,68,11,5,251
226,171,127,15,10,50
234,185,123,17,10,340
201,151,88,14,7,234
207,158,114,14,9,179
197,144,99,13,8,198
218,163,136,14,11,241
214,162,88,15,7,103
205,160,97,15,8,284
227,173,127,15,10,122
204,142,78,13,6,698
241,207,136,19,11,183
214,152,99,14,8,378
211,169,96,16,8,836
216,157,104,14,8,203
196,151,78,14,6,391
218,167,114,15,9,437
195,135,74,13,6,270
224,178,113,16,9,320
220,170,125,15,10,182
211,170,99,16,8,200
197,156,74,15,6,250
193,136,83,13,7,143
210,149,112,13,9,85
213,156,101,14,8,280
207,152,109,14,9,255
199,137,76,13,6,272
198,144,88,13,7,276
205,152,100,14,8,199
213,158,115,14,9,138
225,174,105,16,8,94
219,163,99,15,8,137
200,142,78,13,6,234
207,156,112,14,9,211
219,171,128,15,10,53
213,151,87,14,7,138
209,150,124,13,10,231
213,164,111,15,9,591
196,141,86,13,7,572
197,147,103,13,8,83
221,188,136,17,11,445
208,146,99,13,8,147
211,164,99,15,8,411
232,190,118,17,9,195
208,140,102,12,8,142
186,115,52,11,4,388
221,165,112,15,9,486
208,145,110,13,9,334
222,184,129,16,10,222
214,148,112,13,9,196
208,154,99,14,8,174
204,144,101,13,8,227
219,169,105,15,8,164
222,171,114,15,9,119
207,136,91,12,7,397
218,163,101,15,8,246
207,153,107,14,9,500
195,138,95,13,8,354
223,196,123,18,10,298
208,161,78,15,6,161
217,166,113,15,9,329
229,182,129,16,10,277
205,158,85,15,7,493
194,138,65,13,5,304
212,151,106,13,8,185
206,142,87,13,7,245
219,183,100,17,8,143
220,163,102,15,8,208
199,155,99,14,8,283
209,153,100,14,8,154
214,171,91,16,7,70
203,147,75,14,6,140
195,141,60,14,5,651
214,163,100,15,8,544
243,206,135,19,11,249
228,189,136,17,11,138
208,158,103,14,8,361
215,168,102,15,8,397
230,172,125,15,10,207
186,124,51,12,4,1254
213,161,115,14,9,109
213,154,101,14,8,521
218,166,103,15,8,241
225,175,139,15,11,165
228,177,124,16,10,437
214,163,100,15,8,127
230,180,127,16,10,96
203,143,98,13,8,637
195,142,89,13,7,152
227,187,125,17,10,684
239,200,137,18,11,226
219,174,101,16,8,109
185,118,88,10,7,387
221,155,102,14,8,184
221,166,104,15,8,144
240,205,148,18,12,201
201,150,62,15,5,224
185,128,74,12,6,309
209,153,90,14,7,161
216,168,123,15,10,513
209,150,77,14,6,272
201,152,86,14,7,198
211,154,88,14,7,337
207,157,86,15,7,169
215,173,127,15,10,67
232,180,125,16,10,253
202,147,95,14,8,219
230,171,137,15,11,453
207,154,99,14,8,687
210,160,126,14,10,170
216,158,103,14,8,705
209,146,103,13,8,117
208,150,87,14,7,401
231,182,137,16,11,224
229,183,127,16,10,352
210,150,104,13,8,234
209,163,98,15,8,353
205,162,100,15,8,283
211,152,89,14,7,208
205,146,101,13,8,580
238,192,136,17,11,120
215,160,105,14,8,404
189,136,75,13,6,148
194,130,111,11,9,296
201,139,85,13,7,419
217,162,125,14,10,345
232,181,164,15,13,78
212,157,92,14,7,74
199,136,101,12,8,390
196,125,99,11,8,119
200,138,102,12,8,213
218,166,114,15,9,88
223,177,113,16,9,210
221,186,114,17,9,179
203,147,113,13,9,270
182,113,86,10,7,157
242,211,148,19,12,150
177,119,64,11,5,376
204,139,103,12,8,246
198,140,113,12,9,215
207,153,90,14,7,998
206,152,79,14,6,165
203,144,97,13,8,333
194,135,79,12,6,104
208,150,113,13,9,251
179,103,59,10,5,229
204,142,89,13,7,110
222,180,126,16,10,220
233,183,136,16,11,378
207,147,76,14,6,150
210,156,100,14,8,313
191,119,90,10,7,186
216,172,136,15,11,227
195,133,97,12,8,316
208,155,112,14,9,318
228,186,122,17,10,181
230,181,127,16,10,102
227,184,149,16,12,39
207,157,123,14,10,299
213,165,100,15,8,162
201,130,86,12,7,399
212,160,123,14,10,597
230,181,118,16,9,87
219,179,116,16,9,107
200,153,97,14,8,332
185,127,74,12,6,480
188,130,87,12,7,601
201,137,84,13,7,308
199,134,109,12,9,335
216,160,98,15,8,232
221,158,103,14,8,560
220,172,100,16,8,95
217,168,79,16,6,259
218,154,126,13,10,128
203,156,103,14,8,392
237,193,136,17,11,123
202,143,87,13,7,131
194,127,64,12,5,410
172,106,51,10,4,462
188,120,77,11,6,350
223,172,126,15,10,89
217,173,100,16,8,128
218,161,116,14,9,81
213,173,111,16,9,91
191,135,73,13,6,179
210,166,102,15,8,141
196,150,87,14,7,335
202,141,78,13,6,433
218,151,125,13,10,60
188,127,64,12,5,130
219,174,127,15,10,240
183,113,87,10,7,219
212,149,103,13,8,186
226,168,103,15,8,338
214,155,101,14,8,551
206,142,89,13,7,720
212,157,101,14,8,227
211,148,93,13,7,102
219,173,127,15,10,63
212,156,102,14,8,134
204,152,90,14,7,159
219,165,113,15,9,521
214,167,125,15,10,901
202,137,75,13,6,399
201,150,88,14,7,316
209,148,100,13,8,139
207,163,110,15,9,315
206,162,98,15,8,186
218,174,125,15,10,231
204,144,89,13,7,318
197,150,98,14,8,82
217,174,112,16,9,461
203,148,75,14,6,429
195,131,60,13,5,326
226,174,129,15,10,287
193,137,75,13,6,437
225,179,125,16,10,352
206,154,127,13,10,158
226,178,124,16,10,116
202,143,108,13,9,152
213,157,112,14,9,151
208,165,112,15,9,355
226,185,123,17,10,151
191,125,80,11,6,321
205,166,111,15,9,278
217,173,85,17,7,224
233,188,126,17,10,414
193,132,88,12,7,253
216,157,112,14,9,201
224,179,125,16,10,340
202,161,89,15,7,311
206,160,126,14,10,659
203,147,101,13,8,170
200,164,90,15,7,228
224,170,115,15,9,138
209,155,89,14,7,211
206,148,115,13,9,68
212,157,104,14,8,261
206,167,77,16,6,147
207,150,86,14,7,251
195,143,80,13,6,122
234,193,129,17,10,127
199,150,79,14,6,148
221,175,113,16,9,964
210,158,101,14,8,215
217,165,99,15,8,329
222,169,125,15,10,252
197,149,87,14,7,234
226,173,128,15,10,244
223,175,112,16,9,298
228,192,128,17,10,96
198,146,100,13,8,289
199,135,62,13,5,398
216,173,111,16,9,399
221,171,116,15,9,495
222,161,127,14,10,177
200,130,75,12,6,333
206,149,115,13,9,116
196,144,80,13,6,112
226,175,139,15,11,128
201,144,98,13,8,289
197,149,102,13,8,109
218,171,101,16,8,254
217,169,124,15,10,77
199,148,103,13,8,340
206,153,100,14,8,388
228,183,112,17,9,385
219,170,115,15,9,348
202,146,102,13,8,113
209,154,110,14,9,264
213,163,100,15,8,480
190,121,84,11,7,294
200,148,92,13,7,168
213,164,112,15,9,65
214,164,111,15,9,298
199,146,100,13,8,156
209,154,100,14,8,368
208,138,102,12,8,558
225,189,101,18,8,144
199,152,97,14,8,295
197,144,90,13,7,553
212,160,99,15,8,596
212,163,126,14,10,472
215,165,128,14,10,196
205,144,73,14,6,150
213,159,103,14,8,571
212,168,99,16,8,339
211,165,139,14,11,316
188,117,73,11,6,217
228,185,148,16,12,195
238,207,136,19,11,286
211,154,112,14,9,509
223,171,126,15,10,74
226,174,130,15,10,110
208,159,113,14,9,77
215,169,113,15,9,82
191,123,97,11,8,234
200,149,87,14,7,218
201,142,87,13,7,120
202,156,111,14,9,616
238,194,138,17,11,101
191,132,88,12,7,124
215,163,101,15,8,87
201,147,74,14,6,399
223,179,115,16,9,96
225,172,101,16,8,806
212,172,115,15,9,113
234,186,129,16,10,53
187,113,86,10,7,535
219,166,101,15,8,228
213,165,86,16,7,289
208,153,100,14,8,319
224,187,113,17,9,975
194,131,86,12,7,222
201,144,74,14,6,439
201,139,103,12,8,110
217,159,113,14,9,196
229,180,125,16,10,138
212,149,113,13,9,124
216,162,126,14,10,315
204,149,115,13,9,136
213,160,114,14,9,141
214,166,113,15,9,329
218,168,124,15,10,242
230,196,126,18,10,318
225,174,127,15,10,186
217,172,125,15,10,131
213,165,111,15,9,161
219,173,102,16,8,194
187,126,74,12,6,437
203,159,87,15,7,326
213,167,105,15,8,113
220,176,124,16,10,105
222,188,105,17,8,227
230,196,115,18,9,131
219,174,102,16,8,270
216,161,125,14,10,797
186,123,87,11,7,149
223,171,126,15,10,177
213,170,101,16,8,322
223,175,128,15,10,95
228,172,137,15,11,257
200,133,80,12,6,174
202,155,75,15,6,531
220,173,127,15,10,114
190,129,75,12,6,360
202,152,100,14,8,294
213,164,92,15,7,178
235,194,128,17,10,117
233,181,125,16,10,215
217,157,111,14,9,39
214,159,104,14,8,148
191,132,89,12,7,830
218,175,102,16,8,601
176,112,51,11,4,174
209,140,106,12,8,118
227,180,142,15,11,73
220,162,125,14,10,161
219,158,112,14,9,252
187,120,67,11,5,342
229,194,111,18,9,131
165,98,53,9,4,323
193,131,77,12,6,158
208,148,102,13,8,82
227,184,112,17,9,87
190,120,76,11,6,201
199,131,87,12,7,307
210,161,98,15,8,111
234,193,129,17,10,213
200,140,86,13,7,311
202,149,102,13,8,152
235,200,137,18,11,242
203,142,116,12,9,440
208,164,101,15,8,94
219,167,105,15,8,70
225,185,114,17,9,299
227,173,118,15,9,72
226,180,126,16,10,93
227,177,123,16,10,166
209,156,100,14,8,213
217,163,126,14,10,66
207,156,100,14,8,380
197,139,104,12,8,187
175,113,60,11,5,177
210,171,99,16,8,451
219,180,119,16,9,64
206,154,101,14,8,289
219,181,127,16,10,36
197,124,99,11,8,311
209,169,107,16,9,839
199,143,89,13,7,447
199,145,92,13,7,123
206,156,86,15,7,233
222,184,113,17,9,128
224,170,127,15,10,150
209,158,77,15,6,475
218,179,115,16,9,120
206,162,99,15,8,204
213,152,126,13,10,186
215,155,138,13,11,73
212,163,88,15,7,152
218,168,131,14,10,87
207,165,109,15,9,197
222,169,126,15,10,642
190,136,75,13,6,224
207,159,115,14,9,68
210,161,100,15,8,367
219,176,122,16,10,1194
209,149,92,13,7,254
225,184,139,16,11,64
228,187,116,17,9,215
227,190,127,17,10,237
213,157,113,14,9,316
209,162,100,15,8,296
208,148,114,13,9,201
209,149,113,13,9,106
217,163,89,15,7,149
219,195,125,18,10,311
208,139,103,12,8,74
183,124,51,12,4,174
234,189,127,17,10,111
202,153,90,14,7,74
206,151,97,14,8,506
188,126,72,12,6,861
199,140,86,13,7,214
221,179,127,16,10,124
217,178,135,16,11,153
213,169,124,15,10,201
231,195,115,18,9,133
222,192,102,18,8,114
207,145,100,13,8,201
194,137,73,13,6,313
211,163,98,15,8,325
210,158,104,14,8,228
224,181,98,17,8,656
217,153,92,14,7,163
218,186,88,18,7,628
228,182,127,16,10,105
228,175,140,15,11,64
199,147,86,14,7,376
206,155,100,14,8,110
230,171,126,15,10,76
217,177,114,16,9,193
205,154,90,14,7,205
224,167,113,15,9,505
227,175,140,15,11,117
200,150,89,14,7,409
223,188,124,17,10,142
202,149,113,13,9,454
218,168,150,14,12,141
203,144,99,13,8,208
213,162,125,14,10,110
213,161,89,15,7,371
208,159,105,14,8,88
205,142,87,13,7,457
223,188,126,17,10,86
218,172,138,15,11,182
208,132,105,11,8,95
221,172,111,16,9,112
236,198,115,18,9,140
213,153,117,13,9,634
212,150,124,13,10,646
209,156,112,14,9,219
211,162,125,14,10,520
236,181,127,16,10,138
221,170,126,15,10,185
198,141,89,13,7,95
216,164,111,15,9,241
230,186,130,16,10,67
179,115,64,11,5,370
217,155,97,14,8,161
231,190,125,17,10,162
207,143,86,13,7,333
208,158,101,14,8,154
214,166,101,15,8,255
209,161,89,15,7,312
209,155,98,14,8,192
226,178,105,16,8,137
207,160,123,14,10,185
192,130,85,12,7,348
216,160,89,15,7,78
185,116,65,11,5,403
220,167,114,15,9,134
224,172,105,15,8,506
206,157,115,14,9,207
206,148,112,13,9,180
216,155,112,14,9,278
223,169,114,15,9,139
190,138,91,12,7,107
209,163,100,15,8,121
242,209,138,19,11,169
207,153,109,14,9,295
226,169,114,15,9,219
225,167,102,15,8,206
181,108,73,10,6,257
186,113,87,10,7,141
200,137,91,12,7,123
224,186,141,16,11,112
211,165,112,15,9,143
204,144,89,13,7,367
196,135,90,12,7,81
195,142,88,13,7,521
193,127,88,11,7,321
212,161,123,14,10,644
202,151,90,14,7,322
205,152,89,14,7,487
223,176,111,16,9,266
209,156,110,14,9,382
191,127,73,12,6,77
244,209,127,19,10,284
221,157,102,14,8,249
201,146,75,14,6,389
220,168,113,15,9,171
215,175,93,16,7,159
184,119,62,11,5,377
221,156,128,13,10,479
229,192,129,17,10,150
193,135,63,13,5,156
216,161,115,14,9,260
233,190,136,17,11,191
195,138,75,13,6,215
200,137,78,13,6,196
212,156,102,14,8,121
209,157,88,15,7,971
203,147,86,14,7,143
197,132,88,12,7,277
201,149,76,14,6,119
199,148,86,14,7,445
228,190,153,16,12,114
208,139,91,12,7,106
218,164,102,15,8,350
199,140,103,12,8,84
227,176,150,15,12,466
214,163,101,15,8,113
202,139,86,13,7,180
223,180,124,16,10,129
207,163,100,15,8,507
200,134,100,12,8,232
214,157,112,14,9,94
217,154,125,13,10,188
194,125,81,11,6,140
212,159,86,15,7,356
209,152,99,14,8,139
220,163,127,14,10,59
214,165,100,15,8,112
225,165,138,14,11,135
210,146,90,13,7,134
230,182,117,16,9,162
206,163,102,15,8,97
202,136,91,12,7,309
217,180,137,16,11,84
214,170,124,15,10,164
232,182,125,16,10,252
228,190,124,17,10,597
196,152,62,15,5,234
209,156,113,14,9,601
198,134,88,12,7,173
194,138,76,13,6,142
184,120,63,11,5,433
202,148,87,14,7,196
203,143,114,12,9,235
222,188,114,17,9,117
228,179,115,16,9,138
219,172,116,15,9,63
188,129,74,12,6,222
205,149,103,13,8,321
183,118,66,11,5,886
212,163,101,15,8,145
232,192,138,17,11,77
197,138,101,12,8,305
218,169,114,15,9,147
233,183,148,16,12,336
227,157,130,13,10,198
206,132,114,11,9,635
225,182,99,17,8,157
203,141,87,13,7,357
222,180,136,16,11,446
200,137,73,13,6,303
